predicted_labels	true_labels	lil_interpretations	gil_interpretations
13	13	[('I already have', -0.9752884395420551), ('that I already have', -0.983621945604682)]	['How do I change my address ?', 'A transfer is pending']
13	13	[('the app', -0.9653572551906109), ('in the app', -0.9680851176381111), ('received in the app', -0.9752444103360176)]	['i havent got my card', 'i cannot find my card PIN']
13	13	[('the website', -0.9684066381305456), ('my card', -0.9694860242307186), ('on the website', -0.9764058627188206), ('link my card', -0.9782069213688374), ('to link my card', -0.9862279137596488)]	['i havent got my card', 'How do I change my address ?']
13	13	[('my card', -0.9693839587271214), ('the app', -0.9702129177749157), ('found my card', -0.9727959856390953), ('to the app', -0.973860427737236)]	['Is it possible that my card payment was reverted?', 'what is a virtual and how do i get one']
13	13	[('with you', -0.9650329425930977), ('my credit card', -0.9667080976068974)]	['Is it possible that my card payment was reverted?', 'A transfer is pending']
13	13	[('received my card', -0.9589679799973965), ('my card', -0.9601364731788635), ('the app', -0.9603561982512474), ('to the app', -0.9612682648003101)]	['A transfer is pending', 'A payment is pending']
13	13	[('my card', -0.9678966850042343), ('ate it', -0.9686194602400064), ('found my card', -0.9725679196417332), ('iv ate it', -0.9741319622844458), ('react iv ate it', -0.9821683093905449)]	['A transfer is pending', 'Is it possible that my card payment was reverted?']
13	13	[('this new card', -0.9699194263666868)]	['i havent got my card', 'How can i reset my passcode ?']
13	13	[('my jacket pocket', -0.9584147967398167), ('this morning', -0.9635104574263096), ('in my jacket pocket', -0.9660368859767914)]	['A transfer is pending', 'It seems like a transfer is pending']
13	13	[('already existing', -0.9735358990728855)]	['Is it possible that my card payment was reverted?', 'How can i reset my passcode ?']
13	13	[('the card', -0.9236668553203344), ('I received', -0.9243768695741892), ('the card I received', -0.936480600386858)]	['i havent got my card', 'i cannot find my card PIN']
13	13	[('I already have', -0.9728992264717817)]	['How can i reset my passcode ?', 'How do I change my address ?']
13	13	[('do it', -0.967980083078146), ('my card', -0.9689427427947521), ('link my card', -0.9748808443546295), ('do I do it', -0.9815718829631805), ('to link my card', -0.982591662555933)]	['How do I change my address ?', 'A transfer is pending']
13	13	[('my card', -0.9684834331274033), ('link my card', -0.9759937133640051), ('to link my card', -0.9839146565645933)]	['i havent got my card', 'A transfer is pending']
13	13	[('my new card', -0.9722720831632614)]	['A transfer is pending', 'i havent got my card']
13	13	[('the app', -0.9765713606029749), ('with the app', -0.9809614550322294), ('my old card', -0.9810650078579783), ('usable with the app', -0.9875592440366745)]	['How do I perform identity checks?', 'Is it possible that my card payment was reverted?']
13	13	[('I lost', -0.9684823043644428), ('thought I lost', -0.9740719385445118), ('I thought I lost', -0.9813175704330206)]	"['Is it possible that my card payment was reverted?', ""I don't know what pending transaction means""]"
13	13	[('link my', -0.9686424545943737)]	['How do I change my address ?', 'How can i reset my passcode ?']
13	13	[('the app', -0.9654921386390924), ('in the app', -0.9694169145077467), ('my card info', -0.9699918236583471), ('enter my card info', -0.9752713870257139)]	['A transfer is pending', 'Is it possible that my card payment was reverted?']
13	13	[('my app', -0.9733340330421925), ('my account', -0.9735204968601465), ('the card', -0.9737624526023865), ('a way', -0.974106652662158), ('through my app', -0.9797320514917374)]	['i havent got my card', 'i cannot find my card PIN']
13	13	[('my jacket', -0.9603835269808769), ('in my jacket', -0.9622720256447792), ('this morning', -0.9631624557077885), ('was previously lost', -0.9660107120871544), ('It was previously lost', -0.9733340796083212)]	"['A transfer is pending', ""I can't remember what my password is""]"
13	13	[('your cards', -0.9639022275805473), ('link them', -0.9650371000170708), ('of your cards', -0.9678025580942631), ('do I link them', -0.9784691166132689)]	['A transfer is pending', 'Is it possible that my card payment was reverted?']
13	13	[('my replacement card', -0.9747853763401508)]	['i havent got my card', 'A transfer is pending']
13	13	[('my account', -0.9750181399285793), ('to my account', -0.9815770778805017)]	['How dp i top up with a cheque ?', 'How do I change my address ?']
32	32	[('your exchange rates', -0.9981923607410863)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[('do you offer', -0.998352688155137)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('your exchange rates', -0.9970839895540848)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
32	32	[('your exchange rate', -0.9980600108392537), ('acquire your exchange rate', -0.9990281833306653)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('the exchange rate', -0.9978371848119423)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[('How often', -0.992468215059489), ('your exchange rates', -0.9959111738717183)]	"['Can I change my details because I moved?', ""Why won't my virtual card work?""]"
32	32	[('the exchange', -0.9933326137252152), ('is the exchange', -0.9979659592499956)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[('exchange rates', -0.9936078358441591)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('exchange rates', -0.9935831660404801), ('exchange rates based', -0.9980880428338423)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[('are exchange', -0.9939659261144698), ('what are exchange', -0.9981617545709014)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('exchange rate', -0.9936220212839544), ('to me', -0.9943151990883052)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
33	32	[('to exchange', -0.9823694387450814)]	['I goofed up and used the wrong account.  Please help', 'Please explain why my transfer attempt was declined. Thank you']
32	32	[('this app', -0.9933664472773671), ('on this app', -0.9975639161420986), ('like on this app', -0.9984338148642564)]	"[""My identity hasn't been verified.  Can I use my account?"", 'Where can I pay with my card?']"
32	32	[('exchange rates', -0.9931482025422156), ('of exchange rates', -0.9981288242852315)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('your exchange rates', -0.9978866160381585)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
32	32	[]	"[""Why isn't my refund showing up in my statement?"", ""Why won't my virtual card work?""]"
32	32	[('calculated in', -0.9948372240178287), ('an exchange rate', -0.9982639553491026)]	"['I got double charged from something, what can I do?', ""How come I can't seem to verify my id?""]"
32	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[('the exchange rates', -0.9978140888269991), ('of the exchange rates', -0.9985991192661459)]	['I got double charged from something, what can I do?', 'Can I only top-up digitally? Or could I use cash?']
32	32	[('do you use', -0.9985650427406654)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('The exchange rates', -0.9976710245246068), ('The exchange rates are', -0.9987767642742256)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('foreign exchange', -0.9941914808005095), ('will you use', -0.9984426938463002)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('the exchange rate', -0.9972987524233758), ('with the exchange rate', -0.9983445549878525)]	"['No Visa please. I want to continue with Mastercard', ""My identity hasn't been verified.  Can I use my account?""]"
32	32	[('would be', -0.994083902798593)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('the exchange rate', -0.9975654100999236)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[('come from', -0.9912524130195379)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('your exchange rates', -0.9979017509613186)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
32	32	[('your exchange rates', -0.9978664796799421), ('getting your exchange rates', -0.998864805107587)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[('foreign exchange', -0.9940395127050579)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[]	['Where can I pay with my card?', 'What do I need to bring for identification?']
32	32	[('foreign exchange', -0.989216704852879), ('my money', -0.9892550902441144), ('exchange my money', -0.9931312110857107), ('foreign exchange rate', -0.9931453227763996), ('I exchange my money', -0.9937793756616884)]	['Can I only top-up digitally? Or could I use cash?', 'I got double charged from something, what can I do?']
32	32	[('foreign exchange', -0.9938691044226289)]	"[""My identity hasn't been verified.  Can I use my account?"", 'No Visa please. I want to continue with Mastercard']"
32	32	[('the rate', -0.9920371463522315)]	"[""What's the exchange fee?"", 'Do you know the rate of exchange?']"
32	32	[('for me', -0.9943267689086497)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I got double charged from something, what can I do?']"
17	17	[('the rate applied is', -0.9340990856289864), ('a foreign currency', -0.9383107908070087), ('the rate applied', -0.938427023589611), ('the rate', -0.9506151415407658)]	['Please explain your exchange rate policy', 'Payment did not process']
17	17	[('should of been', -0.9084535501897335), ('I should of been', -0.9101269766688347), ('a currency exchange', -0.9102061800658703)]	"['explain the interbank exchange rate', ""Close down my account.  I don't like your service""]"
17	17	[]	['How is the exchange rate doing?', 'Is the exchange rate current?']
17	17	[('something outside the country', -0.48091405630111694), ('outside the country', -0.4953346699476242), ('the country', -0.5097164809703827)]	['What are Interbanks current exchange rates?', 'Estimated time arrival for transfers?']
17	17	[('on my purchase', -0.949331633746624), ('is wrong', -0.9532708264887333), ('my purchase', -0.9535668082535267)]	['Please explain your exchange rate policy', 'What are Interbanks current exchange rates?']
76	17	[('too low', -0.635155662894249), ('is too low', -0.6424275748431683), ('the right exchange rate', -0.6603608839213848)]	['Which countries are supported', 'Your foreign exchange rate is wrong']
17	17	[('the exchange rate', -0.9399869777262211), ('looks wrong', -0.9520175494253635), ('bought something', -0.955495648086071)]	['Is the exchange rate current?', 'How is the exchange rate doing?']
17	17	[('to my foreign purchase', -0.9385850131511688), ('my foreign purchase', -0.9401648677885532)]	['Please explain your exchange rate policy', 'Is the exchange rate current?']
17	17	[('a foreign currency', -0.9387959912419319), ('the rate applied', -0.9394312165677547), ('the rate', -0.9500451982021332), ('is wrong', -0.951272577047348)]	['Please explain your exchange rate policy', 'the exchange rate was different than expected']
17	17	[('Russian Rub le', -0.9377647936344147), ('charged too much', -0.9453552141785622), ('for UK pounds', -0.9463771618902683), ('was charged too much', -0.9478993527591228), ('UK pounds', -0.9498542845249176)]	['What are Interbanks current exchange rates?', 'Please explain your exchange rate policy']
17	17	[('that I bought', -0.9391587525606155), ('I bought', -0.9476387612521648), ('an item', -0.9478621445596218)]	['Please explain your exchange rate policy', 'the exchange rate was different than expected']
17	17	[('my card payment', -0.9758122004568577), ('for my card payment', -0.9817499881610274)]	['Which countries are supported', 'the exchange rate was different than expected']
17	17	[('a currency exchange', -0.950202938169241), ('I bought something', -0.9511512070894241), ('when I bought something', -0.9527609571814537), ('for a currency exchange', -0.9527852274477482), ('bought something', -0.9560142979025841)]	['Please explain your exchange rate policy', 'What are Interbanks current exchange rates?']
17	17	[('I purchase something abroad', -0.9388197362422943), ('purchase something abroad', -0.9425883404910564)]	['What factors effect the exchange rate?', 'Is the exchange rate current?']
17	17	[('was not correct', -0.9427555426955223), ('the exchange rate', -0.9435955360531807), ('an item', -0.9535094052553177)]	['Is the exchange rate current?', 'How is the exchange rate doing?']
17	17	[('the wrong exchange rate', -0.9334920644760132), ('bought something overseas', -0.9377004355192184), ('is on my statement', -0.9388245679438114), ('on my statement', -0.9399869441986084), ('my statement', -0.9468116946518421)]	['What are Interbanks current exchange rates?', 'Please explain your exchange rate policy']
17	17	[('got charged extra', -0.9155625179409981), ('charged extra', -0.9167521558701992), ('I got charged extra', -0.9178258627653122), ('last Saturday', -0.9179894141852856), ('my transaction', -0.9187241438776255)]	['How is the exchange rate doing?', 'Is the exchange rate current?']
17	17	[('my card payment', -0.958686051890254), ('for my card payment', -0.9643995203077793)]	['Which countries are supported', 'In which countries does your app work']
34	17	[('charged more', -0.8591387048363686)]	['Which countries does your service work in?', 'Google play top up help?']
17	17	[('I was given', -0.9330203607678413), ('purchased an item', -0.9332840964198112), ('the exchange rate', -0.9334125816822052), ('was given', -0.9433275759220123), ('was incorrect', -0.9443354830145836)]	['Please explain your exchange rate policy', 'What are Interbanks current exchange rates?']
17	17	[('is correct', -0.9232769496738911)]	['How is the exchange rate doing?', 'Is the exchange rate current?']
17	17	[('was charged extra', -0.944914024323225), ('the right exchange rate', -0.9476538300514221), ('charged extra', -0.9499607309699059), ('last Saturday', -0.9499880410730839)]	['What are Interbanks current exchange rates?', 'Please explain your exchange rate policy']
17	17	[('on a purchase', -0.9549131654202938), ('a purchase', -0.9550492092967033)]	['What are Interbanks current exchange rates?', 'Please explain your exchange rate policy']
17	17	[('is incorrect', -0.9089969974011183)]	['Is the exchange rate current?', 'What factors effect the exchange rate?']
17	17	[('exchange rate', -0.9495408982038498), ('last Saturday', -0.9500508531928062), ('exchange rate was wrong', -0.9506346769630909), ('was wrong', -0.9507018700242043), ('my payment', -0.951988622546196)]	['Please explain your exchange rate policy', 'Payment did not process']
76	17	[('on this', -0.9011573567986488), ('seems off on this', -0.9032335132360458)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
17	17	[('after i purchased an', -0.934670053422451), ('given to me', -0.9384537823498249), ('i purchased an', -0.9388312585651875), ('to me', -0.9484407007694244), ('purchased an', -0.94904700294137)]	['Please explain your exchange rate policy', 'Payment did not process']
32	17	[('is right', -0.9559361101128161)]	['Tell me your opinion on the exchange rate', 'Does the exchange rate change?']
17	17	[('Russian Rub le', -0.9301174208521843), ('to UK pounds', -0.938303854316473), ('charged way too much', -0.942002821713686), ('way too much', -0.9435339048504829), ('UK pounds', -0.9463012143969536)]	['What are Interbanks current exchange rates?', 'Please explain your exchange rate policy']
17	17	[('for an item I', -0.9410817362368107), ('an item I', -0.9413511119782925), ('an item', -0.9490531235933304)]	['Please explain your exchange rate policy', 'the exchange rate was different than expected']
17	17	[('is incorrect', -0.9563482068479061), ('my card payments', -0.9632772086188197), ('for my card payments', -0.9686291040852666)]	['when should I receive my refund', 'top up is still pending']
17	17	[('for ie gn currency', -0.8374188914895058), ('ie gn currency', -0.8524562381207943), ('with a', -0.8734700456261635)]	['What are Interbanks current exchange rates?', 'Is the exchange rate current?']
17	17	[('the exchange rate', -0.9626290928572416), ('in foreign currency', -0.9627060145139694), ('foreign currency', -0.9632141869515181), ('is incorrect', -0.963709557428956)]	['Is the exchange rate current?', 'How is the exchange rate doing?']
17	17	[('used in my foreign', -0.948160894215107), ('in my foreign', -0.9483164846897125), ('my foreign', -0.9528315663337708)]	['What are Interbanks current exchange rates?', 'Please explain your exchange rate policy']
17	17	[('I recently bought', -0.9440815523266792), ('an item', -0.9552968889474869)]	['Is the exchange rate current?', 'How is the exchange rate doing?']
17	17	[('an item I bought', -0.9432179257273674), ('an item', -0.9508882276713848), ('I bought', -0.9513137452304363)]	['Please explain your exchange rate policy', 'the exchange rate was different than expected']
32	17	[('my transaction', -0.972729233559221), ('to my transaction', -0.9764317461522296), ('applied to my transaction', -0.9771461511118105)]	"['Can I exchange USD and GBP from the app?', ""My identity hasn't been verified.  Can I use my account?""]"
17	17	[('totally wrong', -0.9446571599692106), ('my card', -0.9488238524645567), ('for my card', -0.9513309504836798)]	['Which countries are supported', 'In which countries does your app work']
17	17	[('different from mine', -0.9545178301632404), ('a currency', -0.9559610970318317), ('from mine', -0.9567636474967003), ('an item', -0.9591378793120384), ('be changed', -0.9612367413938046)]	['Please explain your exchange rate policy', 'the exchange rate was different than expected']
17	17	[('a foreign country', -0.9415692053735256), ('my purchase', -0.9430534616112709), ('in a foreign country', -0.9452559128403664)]	['Is the exchange rate current?', 'What factors effect the exchange rate?']
34	34	[('a dollar', -0.9604168683290482), ('been charged', -0.9627819582819939), ('on it', -0.964237954467535), ('have been charged', -0.9728385601192713), ('I have been charged', -0.9814113304018974)]	"['I would like to pay by cheque', ""I'm going to cancel a purchase""]"
34	34	[('my statement', -0.9708419274538755), ('in my statement', -0.9802118614315987), ('an extra pound', -0.9805261772125959), ('for an extra pound', -0.988222218118608)]	"[""I can't get google pay to work right"", ""I'm going to cancel a purchase""]"
34	34	[('my statement', -0.9634697996079922), ('on my statement', -0.9756446499377489)]	['We want to start a college fund for my daughter', 'I would like to pay by cheque']
34	34	[('my account', -0.9682021234184504), ('to my account', -0.9763028435409069), ('charged to my account', -0.9839618764817715)]	"['HOW DO I TRANSFER MONEY FROM MY BANK ACCOUNT?', ""I'm still waiting for the top-up!""]"
16	34	[('my statement', -0.9802078641951084), ('on my statement', -0.9853103142231703), ('recognize on my statement', -0.9898940692655742)]	['I received a fee I should not have', 'from where are coming your exchange rates?']
34	34	[('was charged', -0.973059318959713), ('I was charged', -0.9825335685163736), ('the extra pound', -0.9829916227608919)]	"[""I'm going to cancel a purchase"", 'We want to start a college fund for my daughter']"
34	34	[]	"['We want to start a college fund for my daughter', ""I'm going to cancel a purchase""]"
34	34	[('$ 1', -0.9696939531713724), ('my statement', -0.9704389609396458), ('on my statement', -0.9801993034780025)]	"['We want to start a college fund for my daughter', ""I'm going to cancel a purchase""]"
34	34	[('these extra charges', -0.8630197159945965), ('have these extra charges', -0.8713239217177033)]	['How long until my new card gets here?', 'Give me a refund now!! I am still waiting']
34	34	[('is about', -0.9665512181818485), ('my statement', -0.9670600071549416), ('for 1', -0.9675485752522945), ('that is about', -0.9745571836829185), ('on my statement', -0.974711587652564)]	"['How can my boss pay me directly to the card?', ""I can't get google pay to work right""]"
