predicted_labels	true_labels	lil_interpretations	gil_interpretations
11	11	[('the card', -0.2787574026733637), ('I ordered', -0.2787715131416917)]	['i have yet to get my pin', 'My card is not working']
11	11	[('to arrive', -0.2182411910034716), ('take to arrive', -0.2216640549013391), ('my new card', -0.22185251530027017)]	['My card is not working', 'I am having problems with my physical card']
11	11	"[('2 weeks', -0.3450839309953153), ('2 weeks ago', -0.3491170563502237), (""isn 't here"", -0.34952334890840575), ('do I do', -0.34954233816824853)]"	['My card is not working', 'My card did not work at store']
11	11	[('arrived yet', -0.37041014386340976), ('is it', -0.37100798496976495), ('has not arrived yet', -0.3768780000973493)]	"[""My refund isn't showing up on my statement"", 'My card is not working']"
11	11	[('my card', -0.3250966565683484), ('was mailed', -0.32586153224110603), ('for my card', -0.33014051464851946), ('that was mailed', -0.3302642561029643)]	"[""My PIN isn't working"", 'My contactless is non-functional']"
11	11	[('received it yet', -0.3545490101678297), ('my card delivery', -0.35461756912991405)]	"['My card is not working', ""My refund isn't showing up on my statement""]"
11	11	[('so long', -0.280598986428231), ('taking so long', -0.2835450781858526), ('my new card', -0.2836268732207827)]	"['My card is not working', ""My refund isn't showing up on my statement""]"
11	11	"[('a week', -0.37830363027751446), ('a week ago', -0.3830376984551549), ('do I do', -0.3834068311844021), (""'s still not here"", -0.38443273057055194)]"	"['My card is not working', ""My refund isn't showing up on my statement""]"
11	11	[('the card', -0.297550184186548), ('the card you', -0.3011767941643484)]	['Do you send more than one card?', 'Your service is bad.  Close my account']
11	11	"[('arrived yet', -0.3796982946805656), (""hasn 't arrived yet"", -0.3854102203040384)]"	"[""My refund isn't showing up on my statement"", 'My card is not working']"
11	11	[('received it yet', -0.3286801498616114), ('my new card', -0.32871606189291924)]	['My card is not working', 'Do you send more than one card?']
11	11	[('will arrive', -0.33788011176511645), ('my card', -0.3383841095492244)]	"[""My refund isn't showing up on my statement"", 'My card is not working']"
11	11	[('my card', -0.3421052326448262), ('be delivered', -0.3423669575713575), ('to be delivered', -0.3476231559179723)]	"[""My refund isn't showing up on my statement"", 'My card is not working']"
13	11	[('to it', -0.1978885382413864), ('track to it', -0.19944627955555916), ('you sent', -0.2017306201159954), ('the card', -0.20458442345261574), ('a way', -0.20575286075472832)]	"[""My PIN isn't working"", 'My contactless is non-functional']"
11	11	[('two weeks', -0.39341996191069484), ('received it', -0.39422752894461155), ('a card', -0.39479254744946957), ('been two weeks', -0.39842526928987354), ('can I do', -0.39859724254347384)]	"[""My refund isn't showing up on my statement"", 'My card is not working']"
11	11	"[('my card', -0.3060455075465143), ('is lost', -0.30629214458167553), (""hasn 't arrived"", -0.3105959156528115), ('my card is lost', -0.311722650192678)]"	"['My card is not working', ""My PIN isn't working""]"
30	11	[]	"[""My identity hasn't been verified.  Can I use my account?"", 'My contactless is non-functional']"
11	11	[('the card', -0.2910834178328514), ('you sent', -0.29152452386915684), ('the card you sent', -0.29704590523033403)]	['My contactless is non-functional', 'Your service is bad.  Close my account']
11	11	[('sent me', -0.31239319825544953), ('the card', -0.31246348517015576), ('you sent me', -0.3170735277235508)]	"[""My PIN isn't working"", 'My contactless is non-functional']"
13	13	[('on the app', -0.08774662017822266), ('the app', -0.09877555258572102)]	"['My card is not working', ""My PIN isn't working""]"
0	13	[('my card', -0.15961362794041634), ('ate my card', -0.16681166272610426)]	['My card is not working', 'This disposable virtual card is not working']
13	13	[('the new card', -0.29274473153054714)]	['How can I set a new pin', 'This disposable virtual card is not working']
13	13	[('my card', -0.1964216399937868), ('the app', -0.19759713858366013), ('received my card', -0.1998042780905962), ('in the app', -0.20111841429024935)]	"['This disposable virtual card is not working', ""My PIN isn't working""]"
13	13	[('I already have', -0.24178987927734852), ('that I already have', -0.25205639097839594)]	"['How can I set a new pin', ""I can't log in with this passocde""]"
11	13	[('the app', -0.20497836428694427), (' What', -0.2060483309905976), ('in the app', -0.2078346839407459), ('my new card', -0.20804849558044225), ('do I do', -0.20808493898948655)]	"['My card is not working', ""My PIN isn't working""]"
13	13	[('the app', -0.3012203313410282), ('to the app', -0.3046850189566612)]	"['This disposable virtual card is not working', ""My PIN isn't working""]"
13	13	[('my account', -0.1322747841477394), ('to my account', -0.1384683744981885)]	"[""My PIN isn't working"", 'You can use it anywhere that accepts Mastercard']"
13	13	[('into the system', -0.15281810611486435), ('found it', -0.1621536910533905), ('the system', -0.1634430792182684)]	"[""My PIN isn't working"", 'My card is not working']"
13	13	[('link it', -0.23003963753581047), ('your cards', -0.23371252045035362), ('of your cards', -0.23604557663202286), ('do I link it', -0.23835485614836216)]	['How can I set a new pin', 'This disposable virtual card is not working']
13	13	[('a new card', -0.2838014978915453)]	"['How can I set a new pin', ""I can't log in with this passocde""]"
13	13	[('an existing card', -0.2322244867682457)]	['How can I set a new pin', 'This disposable virtual card is not working']
13	13	[('have one already', -0.23561505787074566), ('I have one already', -0.2448463961482048)]	"['How can I set a new pin', ""I can't log in with this passocde""]"
13	13	[('the app', -0.27824526838958263), ('to the app', -0.28662120550870895)]	['This disposable virtual card is not working', 'You can use it anywhere that accepts Mastercard']
13	13	[('my new card', -0.2581807617098093)]	['How can I set a new pin', 'This disposable virtual card is not working']
13	13	[('need to reactive it', -0.1313227377831936), ('to reactive it', -0.132608350366354), ('do I do that', -0.13272958248853683), ('I misplaced', -0.13689669407904148), ('the card', -0.13736400566995144)]	"['My card is not working', ""My card don't work""]"
13	13	[('I already have', -0.21334394998848438), ('that I already have', -0.22348689753562212)]	"['How can I set a new pin', ""I can't log in with this passocde""]"
13	13	[('the app', -0.22212213650345802), ('in the app', -0.22736320085823536), ('received in the app', -0.23559323698282242)]	['This disposable virtual card is not working', 'My card is not working']
13	13	[('my card', -0.24397076293826103), ('on the website', -0.2454050127416849), ('the website', -0.24587606266140938), ('link my card', -0.24911879934370518), ('to link my card', -0.2527134343981743)]	"['You can use it anywhere that accepts Mastercard', ""My PIN isn't working""]"
13	13	[('my card', -0.3644065670669079), ('found my card', -0.3701761867851019), ('the app', -0.37039673142135143), ('to the app', -0.3754969444125891)]	"['This disposable virtual card is not working', ""My PIN isn't working""]"
13	13	[('with you', -0.09442899376153946), ('my credit card', -0.10594839323312044)]	['You can use it anywhere that accepts Mastercard', 'Can I choose my Visa or Mastercard?']
13	13	[('my card', -0.20537993498146534), ('the app', -0.2081562476232648), ('received my card', -0.2105369260534644), ('to the app', -0.2137704798951745)]	"[""I can't log in with this passocde"", 'My contactless is non-functional']"
13	13	[('found my card', -0.20053260028362274), ('my card', -0.20257147960364819), ('ate it', -0.20345894061028957), ('iv ate it', -0.20583759993314743), ('react iv ate it', -0.21131305396556854)]	"[""I can't log in with this passocde"", 'This disposable virtual card is not working']"
13	13	[('this new card', -0.2811302952468395)]	['How can I set a new pin', 'I need some help linking my new card']
41	13	[('this morning', -0.14722339808940887), ('my jacket pocket', -0.14992930891457945), ('in my jacket pocket', -0.15102789588854648)]	"[""My PIN isn't working"", 'My card is not working']"
13	13	[('already existing', -0.24805233627557755)]	['How can I set a new pin', 'This disposable virtual card is not working']
11	13	[('I received', -0.20497867418453097), ('the card', -0.20521767996251583), ('the card I received', -0.2084260393457953)]	['My card is not working', 'My card did not work at store']
13	13	[('I already have', -0.2667080760002136)]	"['How can I set a new pin', ""I can't log in with this passocde""]"
13	13	[('do it', -0.2779668718576431), ('my card', -0.2799730058759451), ('link my card', -0.28708063811063766), ('do I do it', -0.29103961028158665), ('to link my card', -0.29431531578302383)]	"['How can I set a new pin', ""I can't log in with this passocde""]"
13	13	[('my card', -0.2659641597419977), ('link my card', -0.27018811367452145), ('to link my card', -0.273702684789896)]	"[""My PIN isn't working"", 'How can I set a new pin']"
13	13	[('my new card', -0.3357355631887913)]	"['How can I set a new pin', ""My PIN isn't working""]"
13	13	[('my old card', -0.2697298862040043), ('with the app', -0.2776241786777973), ('usable with the app', -0.2796288151293993), ('the app', -0.2804490551352501)]	"['This disposable virtual card is not working', ""My PIN isn't working""]"
13	13	[('thought I lost', -0.1865550596266985), ('I thought I lost', -0.18749195896089077), ('I lost', -0.1897637788206339)]	"['My card is not working', ""My PIN isn't working""]"
13	13	[('link my', -0.2169568371027708)]	"['How can I set a new pin', ""I can't log in with this passocde""]"
13	13	[('my card info', -0.11902495101094246), ('the app', -0.12036697752773762), ('in the app', -0.12268786691129208), ('enter my card info', -0.12508168071508408)]	"[""My PIN isn't working"", 'You can use it anywhere that accepts Mastercard']"
41	13	[('the card', -0.16378549113869667), ('my account', -0.16418215283192694), ('my app', -0.16425975947640836), ('a way', -0.16504829819314182), ('through my app', -0.1669586727512069)]	"[""My PIN isn't working"", 'My card is not working']"
41	13	[('my jacket', -0.17118585295975208), ('this morning', -0.17210583435371518), ('in my jacket', -0.1746482705930248), ('was previously lost', -0.17509175126906484), ('It was previously lost', -0.1758920446736738)]	"[""My PIN isn't working"", 'My card is not working']"
13	13	[('link them', -0.21901984885334969), ('your cards', -0.2245412189513445), ('of your cards', -0.22857560217380524), ('do I link them', -0.23289710842072964)]	['How can I set a new pin', 'This disposable virtual card is not working']
13	13	[('my replacement card', -0.15202993713319302)]	['This disposable virtual card is not working', 'My card is not working']
13	13	[('my account', -0.17877404019236565), ('to my account', -0.1809754464775324)]	"[""My PIN isn't working"", 'I am locked out from entering my pin']"
17	32	[('your exchange rates', -0.26716710324399173)]	"[""I'm in China and need a new card. Please help"", 'I goofed up and used the wrong account.  Please help']"
76	32	[('do you offer', -0.1051483154296875)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('your exchange rates', -0.16532264649868011)]	"[""My identity hasn't been verified.  Can I use my account?"", 'I goofed up and used the wrong account.  Please help']"
76	32	[('acquire your exchange rate', -0.10014715790748596), ('your exchange rate', -0.118763267993927)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('the exchange rate', -0.14395004510879517)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[]	"[""I'm in China and need a new card. Please help"", ""How's the exchange rate?""]"
76	32	[('your exchange rates', -0.16173627227544785), ('How often', -0.18386132270097733)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('is the exchange', -0.1768018826842308), ('the exchange', -0.21036168187856674)]	"[""How's the exchange rate?"", 'What are eligible holding and exchange currencies?']"
17	32	[('exchange rates', -0.2311619590036571)]	"[""I'm in China and need a new card. Please help"", 'I goofed up and used the wrong account.  Please help']"
76	32	[('exchange rates based', -0.1601308062672615), ('exchange rates', -0.17305197566747665)]	"['What are eligible holding and exchange currencies?', ""I'm in China and need a new card. Please help""]"
76	32	[('what are exchange', -0.14953460544347763), ('are exchange', -0.18576323240995407)]	"[""I'm in China and need a new card. Please help"", 'What are eligible holding and exchange currencies?']"
76	32	[]	"['What are eligible holding and exchange currencies?', ""How's the exchange rate?""]"
76	32	[('to me', -0.18097364902496338), ('exchange rate', -0.1939523071050644)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
76	32	[('to exchange', -0.27421479672193527)]	"['Transfer declined', ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('like on this app', -0.15743449330329895), ('on this app', -0.18155992031097412), ('this app', -0.22078153491020203)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
17	32	[('exchange rates', -0.2438623020425439), ('of exchange rates', -0.2481528422795236)]	['What are eligible holding and exchange currencies?', 'What currency is supported for exchanges and holding?']
76	32	[('your exchange rates', -0.18585091829299927)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
76	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
76	32	[('an exchange rate', -0.19429393112659454), ('calculated in', -0.23052677512168884)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
17	32	[]	"[""I'm in China and need a new card. Please help"", ""How's the exchange rate?""]"
76	32	[('the exchange rates', -0.17648030817508698), ('of the exchange rates', -0.17847421765327454)]	"[""How's the exchange rate?"", 'What are eligible holding and exchange currencies?']"
76	32	[('do you use', -0.16058695316314697)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('The exchange rates are', -0.20558573305606842), ('The exchange rates', -0.21567635238170624)]	"[""I'm in China and need a new card. Please help"", 'What are eligible holding and exchange currencies?']"
17	32	[]	"[""My identity hasn't been verified.  Can I use my account?"", ""I'm in China and need a new card. Please help""]"
76	32	[('will you use', -0.17747732996940613), ('foreign exchange', -0.2363405078649521)]	"[""I'm in China and need a new card. Please help"", 'Visa or Mastercard?']"
76	32	[('with the exchange rate', -0.14658871293067932), ('the exchange rate', -0.1628371924161911)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('would be', -0.17605018615722656)]	"[""I'm in China and need a new card. Please help"", ""How's the exchange rate?""]"
76	32	[]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('the exchange rate', -0.16607679426670074)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('come from', -0.20427845418453217)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('your exchange rates', -0.1478673741221428)]	"[""My identity hasn't been verified.  Can I use my account?"", ""I'm in China and need a new card. Please help""]"
76	32	[]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
17	32	[('your exchange rates', -0.25334972282871604), ('getting your exchange rates', -0.25591065536718816)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('foreign exchange', -0.16019932180643082)]	"[""How's the exchange rate?"", 'What are eligible holding and exchange currencies?']"
17	32	[]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	32	[('I exchange my money', -0.14836148917675018), ('of foreign exchange rate', -0.16413207352161407), ('exchange my money', -0.18882499635219574), ('foreign exchange rate', -0.19248360395431519), ('my money', -0.23191282898187637)]	"[""I'm in China and need a new card. Please help"", 'Visa or Mastercard?']"
76	32	[('foreign exchange', -0.1641719713807106)]	"[""How's the exchange rate?"", ""I'm in China and need a new card. Please help""]"
17	32	[('the rate', -0.12274008896201849)]	"['why did i only get 20.00', ""Close down my account.  I don't like your service""]"
76	32	[('for me', -0.15664417296648026)]	"[""How's the exchange rate?"", 'What are eligible holding and exchange currencies?']"
17	17	[('the rate', -0.28377492167055607), ('the rate applied', -0.2886193790473044), ('a foreign currency', -0.2895076679997146), ('the rate applied is', -0.29207355133257806)]	['What are eligible holding and exchange currencies?', 'What currency is supported for exchanges and holding?']
76	17	[('I should of been', -0.14723192155361176), ('a currency exchange', -0.19752450287342072), ('should of been', -0.2006465047597885)]	"[""My identity hasn't been verified.  Can I use my account?"", ""I'm in China and need a new card. Please help""]"
17	17	[]	['Visa or Mastercard?', 'Can I choose between Visa or MasterCard?']
76	17	[('something outside the country', -0.21514643728733063), ('outside the country', -0.2394607588648796), ('the country', -0.255004845559597)]	"[""My identity hasn't been verified.  Can I use my account?"", ""I'm in China and need a new card. Please help""]"
76	17	[('on my purchase', -0.19099130481481552), ('my purchase', -0.2177954539656639), ('is wrong', -0.22073528915643692)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
17	17	[('too low', -0.3159069139510393), ('is too low', -0.3199484758079052), ('the right exchange rate', -0.3225208381190896)]	"[""How's the exchange rate?"", 'What are eligible holding and exchange currencies?']"
17	17	[('bought something', -0.29966189060360193), ('looks wrong', -0.30179796274751425), ('the exchange rate', -0.30672046914696693)]	"[""How's the exchange rate?"", ""I'm in China and need a new card. Please help""]"
17	17	[('my foreign purchase', -0.29425752302631736), ('to my foreign purchase', -0.29679315770044923)]	"['Visa or Mastercard?', ""My refund isn't showing up on my statement""]"
76	17	[('a foreign currency', -0.1697830632328987), ('the rate applied', -0.19595930725336075), ('the rate', -0.20885946601629257), ('is wrong', -0.21780108660459518)]	['What are eligible holding and exchange currencies?', 'What currency is supported for exchanges and holding?']
76	17	[('Russian Rub le', -0.18897151947021484), ('was charged too much', -0.19524230808019638), ('for UK pounds', -0.20421384274959564), ('charged too much', -0.20476698130369186), ('UK pounds', -0.21733840554952621)]	['Can I exchange my money for EUR?', 'Visa or Mastercard?']
17	17	[('an item', -0.32425608579069376), ('I bought', -0.327680516988039), ('that I bought', -0.3307682820595801)]	"[""My identity hasn't been verified.  Can I use my account?"", ""I'm in China and need a new card. Please help""]"
17	17	[('my card payment', -0.2510305102914572), ('for my card payment', -0.25436672009527683)]	['Visa or Mastercard?', 'Can I choose between Visa or MasterCard?']
76	17	[('when I bought something', -0.2160271406173706), ('for a currency exchange', -0.23679900169372559), ('I bought something', -0.25624608993530273), ('a currency exchange', -0.26921531558036804), ('bought something', -0.31658750772476196)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	17	[('I purchase something abroad', -0.10062925517559052), ('purchase something abroad', -0.12455779314041138)]	"[""My identity hasn't been verified.  Can I use my account?"", ""I'm in China and need a new card. Please help""]"
17	17	[('an item', -0.3146031815558672), ('was not correct', -0.32152195228263736), ('the exchange rate', -0.3219596059061587)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
76	17	[('the wrong exchange rate', -0.24800461530685425), ('is on my statement', -0.255585253238678), ('bought something overseas', -0.2730981111526489), ('on my statement', -0.2807370126247406), ('my statement', -0.3142155557870865)]	"[""How's the exchange rate?"", 'What are eligible holding and exchange currencies?']"
17	17	[('my transaction', -0.3340820213779807), ('last Saturday', -0.3343160627409816), ('charged extra', -0.3350404892116785), ('got charged extra', -0.3388896710239351), ('my transaction last Saturday', -0.34105985006317496)]	"[""I'm in China and need a new card. Please help"", 'I goofed up and used the wrong account.  Please help']"
17	17	[('my card payment', -0.2821499705314636), ('for my card payment', -0.2855210383422673)]	['Visa or Mastercard?', 'Can I choose between Visa or MasterCard?']
15	17	[('charged more', -0.27991996705532074)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
17	17	[('an item', -0.327245244756341), ('was incorrect', -0.32940545957535505), ('was given', -0.32975060772150755), ('purchased an item', -0.33202659199014306), ('the exchange rate', -0.3331767753697932)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
17	17	[('is correct', -0.3001773552969098)]	"['Visa or Mastercard?', ""I'm in China and need a new card. Please help""]"
17	17	[('last Saturday', -0.31198936328291893), ('charged extra', -0.31304924096912146), ('was charged extra', -0.3160501108504832), ('the right exchange rate', -0.3190212897025049)]	"[""My identity hasn't been verified.  Can I use my account?"", ""I'm in China and need a new card. Please help""]"
76	17	[('on a purchase', -0.21317093074321747), ('a purchase', -0.2667975574731827)]	"[""I'm in China and need a new card. Please help"", 'I goofed up and used the wrong account.  Please help']"
17	17	[('is incorrect', -0.2852496150881052)]	"['Visa or Mastercard?', ""I'm in China and need a new card. Please help""]"
17	17	[('last Saturday', -0.29233767837285995), ('was wrong', -0.29245553724467754), ('my payment', -0.29332885798066854), ('exchange rate', -0.2935295393690467), ('exchange rate was wrong', -0.29871750669553876)]	"[""My identity hasn't been verified.  Can I use my account?"", 'Visa or Mastercard?']"
76	17	[('seems off on this', -0.18407762795686722), ('on this', -0.22483545541763306)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
17	17	[('purchased an', -0.3374684425070882), ('to me', -0.33892042841762304), ('i purchased an', -0.34297615848481655), ('given to me', -0.34320605965331197), ('after i purchased an', -0.3469414282590151)]	['What are eligible holding and exchange currencies?', 'What currency is supported for exchanges and holding?']
76	17	[('is right', -0.3176809027791023)]	"[""I'm in China and need a new card. Please help"", 'I goofed up and used the wrong account.  Please help']"
76	17	[('charged way too much', -0.20225337147712708), ('way too much', -0.20614052563905716), ('Russian Rub le', -0.20899316668510437), ('to UK pounds', -0.22067144513130188), ('my exchange', -0.22899073362350464)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
17	17	[('an item', -0.32961094472557306), ('an item I', -0.33486335165798664), ('for an item I', -0.3395530958659947)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
76	17	[('for my card payments', -0.017437532544136047), ('my card payments', -0.025902308523654938), ('is incorrect', -0.08085515722632408)]	"['My card did not work at store', ""My card don't work""]"
76	17	[('for ie gn currency', -0.2690165489912033), ('ie gn currency', -0.2893252372741699), ('with a', -0.32278573513031006)]	"[""I'm in China and need a new card. Please help"", 'I goofed up and used the wrong account.  Please help']"
76	17	[('in foreign currency', -0.1908193975687027), ('the exchange rate', -0.19650442898273468), ('foreign currency', -0.23951701074838638), ('is incorrect', -0.2634258568286896)]	"[""I'm in China and need a new card. Please help"", 'Visa or Mastercard?']"
17	17	[('my foreign', -0.2634550887160003), ('in my foreign', -0.2664054031483829), ('used in my foreign', -0.26897046621888876)]	"[""My refund isn't showing up on my statement"", 'Visa or Mastercard?']"
17	17	[('an item', -0.30858039017766714), ('I recently bought', -0.3164058239199221)]	"[""How's the exchange rate?"", ""My identity hasn't been verified.  Can I use my account?""]"
17	17	[('an item', -0.30054921098053455), ('I bought', -0.30434114020317793), ('an item I bought', -0.31144541408866644)]	"[""My identity hasn't been verified.  Can I use my account?"", ""How's the exchange rate?""]"
17	17	[('my transaction', -0.26625609304755926), ('to my transaction', -0.2718228264711797), ('applied to my transaction', -0.2759164853487164)]	"['What are eligible holding and exchange currencies?', ""I'm in China and need a new card. Please help""]"
76	17	[('for my card', -0.16603702306747437), ('my card', -0.20101505517959595), ('totally wrong', -0.22195231914520264)]	['Visa or Mastercard?', 'Can I choose between Visa or MasterCard?']
17	17	[('an item', -0.2978300703689456), ('from mine', -0.2981872297823429), ('a currency', -0.2984630400314927), ('be changed', -0.29972788225859404), ('different from mine', -0.3026346070691943)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
17	17	[('my purchase', -0.2843603854998946), ('a foreign country', -0.2917209630832076), ('in a foreign country', -0.2945928347762674)]	"[""I'm in China and need a new card. Please help"", ""My identity hasn't been verified.  Can I use my account?""]"
34	34	[('been charged', -0.12144885119050741), ('on it', -0.12165219895541668), ('a dollar', -0.12230781372636557), ('have been charged', -0.1257964486721903), ('I have been charged', -0.12754259462235495)]	"[""My refund isn't showing up on my statement"", 'Visa or Mastercard?']"
34	34	[('my statement', -0.41878688149154186), ('an extra pound', -0.42596588539890945), ('in my statement', -0.4262093629222363), ('for an extra pound', -0.42835821001790464)]	['There is a charge for an additional pound', 'Visa or Mastercard?']
34	34	[('my statement', -0.29740433767437935), ('on my statement', -0.30361590441316366)]	"[""My refund isn't showing up on my statement"", ""I don't recognise a Direct Debit payment""]"
15	34	[('my account', -0.21298695355653763), ('to my account', -0.2245930265635252), ('charged to my account', -0.23247545957565308)]	"['Your service is bad.  Close my account', ""My refund isn't showing up on my statement""]"
34	34	[('my statement', -0.3237272538244724), ('on my statement', -0.3297848319634795), ('recognize on my statement', -0.3335842564702034)]	"[""My refund isn't showing up on my statement"", ""I don't recognise a Direct Debit payment""]"
34	34	[('was charged', -0.3051140084862709), ('I was charged', -0.31131244893185794), ('the extra pound', -0.31171145429834723)]	"['I purchased this item and would like a refund', ""My refund isn't showing up on my statement""]"
15	34	[]	"[""Close down my account.  I don't like your service"", 'Visa or Mastercard?']"
34	34	[('$ 1', -0.4350016741082072), ('my statement', -0.43632728420197964), ('on my statement', -0.4416477461345494)]	"[""My refund isn't showing up on my statement"", 'Your service is bad.  Close my account']"
34	34	[('these extra charges', -0.4386437274515629), ('have these extra charges', -0.44220681651495397)]	"[""My refund isn't showing up on my statement"", 'Your service is bad.  Close my account']"
34	34	[('for 1', -0.14245150424540043), ('is about', -0.142749541439116), ('my statement', -0.1431205878034234), ('on my statement', -0.14799232967197895), ('that is about', -0.14825355494394898)]	['I purchased this item and would like a refund', 'How can I change my PIN?  Help']
15	34	[('my app', -0.2691357024013996), ('charge me extra', -0.2777298856526613)]	"[""My identity hasn't been verified.  Can I use my account?"", ""Close down my account.  I don't like your service""]"
