predicted_labels	true_labels	lil_interpretations	gil_interpretations
5	5	[('have per day', 2.9087066650390625e-05), ('per day', 2.8252601623535156e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('are there', 2.968311309814453e-05), ('How many', 2.956390380859375e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
1	1	[('made from what plant', 7.30752944946289e-05), ('from what plant', 7.18832015991211e-05), ('what plant', -3.552436828613281e-05), ('called linen', -6.556510925292969e-05)]	"[""What 's the singular of dice ?"", 'Who is the Pope ?']"
2	2	[('Te f lon', 0.0006281137466430664)]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
2	2	[('is a shaman', 8.416175842285156e-05), ('a shaman', -0.0007270574569702148)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
1	1	[]	['Who is Nicolo Paganini ?', 'Who is Edmund Kemper ?']
1	1	[('of turkey s', 0.00018447637557983398), ('turkey s', 2.855062484741211e-05)]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
5	5	[('Rip Van Win kle', 4.2319297790527344e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
5	5	[('in a gallon', 3.5881996154785156e-05), ('a gallon', 3.504753112792969e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	[('the chocolate company', 4.792213439941406e-05), ('in San Francisco', 4.792213439941406e-05), ('San Francisco', 4.756450653076172e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[('amphibian s', -0.0010643601417541504)]	"[""What 's the difference between sleet and freezing rain ?"", 'At what age did Rossini stop writing opera ?']"
3	3	[('x - ray', 6.902217864990234e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
3	3	[('Can we talk', 9.119510650634766e-05)]	"['What North American city sprouts the most parking meters ?', ""Who directed `` Jaws '' ?""]"
2	2	[('worn or outdated', 0.00011146068572998047)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
0	2	[('in engines', 0.13835304975509644), (' cc', 0.1382090449333191)]	['How did U.S.A become involved in the Barbary Wars', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('Elvis Presley', 4.3511390686035156e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('the capital', -0.00010079145431518555), ('of Yugoslavia', -0.00015467405319213867)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
4	4	[]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
5	5	[('humming birds fly', 2.658367156982422e-05), ('humming birds', 2.3365020751953125e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
4	4	[('in the United States', 8.392333984375e-05), ('the United States', 8.14199447631836e-05)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
4	4	[('Moor head', -0.00164794921875), ('North Dakota', -0.0016681551933288574)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
1	1	[('bat s', 0.00016051530838012695)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
4	4	[('take place in', 5.3882598876953125e-05), ('of Big horn', 5.3048133850097656e-05), ('Big horn', -0.00013965368270874023), ('the Battle', -0.00019663572311401367)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
3	3	[('was Abraham Lincoln', 5.424022674560547e-05), ('Abraham Lincoln', 5.4001808166503906e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[('spider veins', -0.0005409717559814453)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('did John Lennon die', 2.3484230041503906e-05), ('John Lennon', 2.205371856689453e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
4	4	[('s North America', 0.00010228157043457031), ('from Asia', -0.0012046098709106445), ('North America', -0.0012059211730957031)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
5	5	[('the population', 4.4226646423339844e-05), ('of Seattle', 4.398822784423828e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[('for the  Titanic', 2.849102020263672e-05), ('the  Titanic', 2.849102020263672e-05), ('a ticket', 2.753734588623047e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('in the world', 0.00012624263763427734), ('the world', -0.00011998414993286133)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
3	3	[('West Side Story', 6.0439109802246094e-05), ('the music', 6.020069122314453e-05), ('West Side', 6.008148193359375e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
4	4	[('of the America', 0.0001894831657409668), ('the America', -0.0008276700973510742)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
0	2	[('the pH scale', -0.5051558911800385), ('is the pH scale', -0.5732284486293793)]	"[""What did Delilah do to Samson 's hair ?"", 'How many furlongs are there in a mile-and-a-quarter recetrack ?']"
1	1	[('is used in Australia', 7.998943328857422e-05), ('used in Australia', 7.808208465576172e-05), ('in Australia', -7.331371307373047e-05), ('What type', -8.33272933959961e-05), ('of currency', -0.00010031461715698242)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
5	5	[('the Gateway Arch', 4.1604042053222656e-05), ('St . Louis', 4.1604042053222656e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
3	3	[('of Alaska', 0.00010192394256591797)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[('a pr ism', 0.00014591217041015625)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	[('president of South Africa', 2.8133392333984375e-05), ('of South Africa', 2.8133392333984375e-05), ('South Africa', 2.7894973754882812e-05), ('in 1994', 2.7894973754882812e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[('the population', 4.2557716369628906e-05), ('of China', 4.2557716369628906e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[('Rosa Parks', 5.4001808166503906e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
3	3	[]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[('P once de Leon', 3.8623809814453125e-05), ('de Leon', -0.00010001659393310547), ('come from', -0.00011289119720458984)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
5	1	[('during which war', 0.13652873039245605), ('which war', 0.10608279705047607), ('paper currency', 0.006958484649658203)]	['Who is Samuel Pickering ?', 'Where is Burma ?']
2	2	[('is desktop publishing', 0.00011038780212402344), ('desktop publishing', -0.00027567148208618164)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('join the United Nations', 2.0384788513183594e-05), ('the United Nations', 2.0384788513183594e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	[('in the US', 0.00032258033752441406), ('the US', 0.0003203153610229492)]	"[""Who directed `` Jaws '' ?"", 'Who is Samuel Pickering ?']"
4	4	[('Prince Edward Island', 7.522106170654297e-05), ('Prince Edward', -0.0003924369812011719)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
5	5	[('was it discovered', 4.6133995056152344e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('cry ogenic s', 0.00015294551849365234)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
2	2	[('coral reef s', 0.00010353326797485352)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	1	[('baseball - winning', 4.7326087951660156e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('is neuro logy', 0.00011396408081054688), ('neuro logy', -0.0006830096244812012)]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
3	3	[('invented the calculator', 5.7697296142578125e-05), ('the calculator', 5.745887756347656e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[('earthquake s', -0.0013786554336547852)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
3	3	[('is Duke El lington', 3.457069396972656e-05), ('Duke El lington', 3.457069396972656e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
4	4	[(' AZ', -0.0001469254493713379)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
2	2	[('a micro n', 0.00013196468353271484)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('is the temperature', 3.254413604736328e-05), ('the temperature', 2.9921531677246094e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
1	1	[]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
4	4	[]	['Who was Thucydides ?', 'Who is the Antichrist ?']
1	1	[('a poison arrow frog', 0.00019747018814086914), ('poison arrow', -4.863739013671875e-05)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
2	2	[('is acupuncture', -0.0006403326988220215)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
5	5	[('the state of Alaska', 4.0531158447265625e-05), ('the coastline', 3.3855438232421875e-05), ('of Alaska', 2.968311309814453e-05), ('the state', 2.6464462280273438e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	[]	['Who came up with the name , El Nino ?', 'Who is Samuel Pickering ?']
1	1	[]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
3	3	[('in 1989', 9.799003601074219e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
1	1	[('helps prevent osteoporosis', 0.00016355514526367188), ('prevent osteoporosis', -5.894899368286133e-05)]	"[""What 's the singular of dice ?"", 'Who is Nicolo Paganini ?']"
5	5	[('the Chicago Cubs', 3.719329833984375e-05), ('won the World Series', 3.719329833984375e-05), ('the World Series', 3.719329833984375e-05)]	"['How many furlongs are there in a mile-and-a-quarter recetrack ?', ""What does the term `` spaghetti western '' mean ?""]"
4	4	[]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
5	5	[('did WWII begin', 7.152557373046875e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[('of a golf ball', 3.7789344787597656e-05), ('a golf ball', 3.7789344787597656e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
2	2	[('is an eclipse', 0.00012218952178955078), ('an eclipse', -0.000594794750213623)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
3	3	[('discovered America', 0.00011134147644042969)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
3	3	[('was unmarried', 9.512901306152344e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[('Milk y Way', 5.984306335449219e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[('most thunderstorm s', 5.1975250244140625e-05), ('which season', 5.066394805908203e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
5	5	[('for a cat', 4.2438507080078125e-05), ('a cat', 4.0411949157714844e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('is a nautical mile', 3.3736228942871094e-05), ('a nautical mile', 3.3736228942871094e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	"[(""Harper  ' s"", 3.3736228942871094e-05), ('the abolition', 3.349781036376953e-05), ('the raid', 3.349781036376953e-05), ('in 1859', 3.349781036376953e-05)]"	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[]	"['How many years is Johnnie Walker Black Label aged ?', ""What function does a community 's water tower serve ?""]"
1	1	[('to go into space', 8.022785186767578e-05), ('go into space', 7.581710815429688e-05), ('into space', -0.00010520219802856445)]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
2	2	[('is foreclosure', -0.000330507755279541)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
4	1	[('near Kentucky', -0.0006196498870849609)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
4	4	[('the Holland Tunnel', 8.487701416015625e-05)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
3	3	[(' Amazing Grace', 7.939338684082031e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
3	3	[('play in baseball', 5.91278076171875e-05), ('Willie Davis', 5.888938903808594e-05), ('in baseball', 5.8770179748535156e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[('plate lets', -0.0005193948745727539)]	"[""What 's the difference between sleet and freezing rain ?"", 'At what age did Rossini stop writing opera ?']"
2	2	[('is severance pay', -0.5521894693374634), ('severance pay', -0.5825988948345184)]	['How many years is Johnnie Walker Black Label aged ?', 'How many points is a bullseye worth in darts ?']
1	1	[]	['Who is Nicolo Paganini ?', 'Who is Edmund Kemper ?']
4	4	[('the National Archives', 9.989738464355469e-05)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
1	1	[]	['Who is Nicolo Paganini ?', 'Who is the Pope ?']
2	2	[]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
1	1	[('in the human body', 0.0013039708137512207), ('the human body', 0.0012950301170349121)]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
3	3	[('is a German philosopher', 2.1219253540039062e-05), ('a German philosopher', 2.1219253540039062e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
1	1	[('Christopher Columbus ', 0.0001291036605834961)]	['Who is Nicolo Paganini ?', 'Who is the Antichrist ?']
2	2	[]	['How many years is Johnnie Walker Black Label aged ?', 'At what age did Rossini stop writing opera ?']
2	2	[('is nicotine', -0.0006483793258666992)]	"[""What 's the difference between sleet and freezing rain ?"", 'At what age did Rossini stop writing opera ?']"
1	1	[('for vitamin B 1', 0.00022155046463012695), ('vitamin B 1', 0.00020772218704223633)]	"['Who is Nicolo Paganini ?', ""What 's the singular of dice ?""]"
3	3	[('discovered  ra dium', 3.409385681152344e-05), (' ra dium', 3.409385681152344e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
2	2	[('sun spot s', 9.274482727050781e-05), ('sun spot', -0.0005266070365905762)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
5	5	[('colon ized', 4.756450653076172e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
3	3	[('part of their uniform', 1.919269561767578e-05), ('of their uniform', 1.919269561767578e-05), ('the first', 1.9073486328125e-05), ('their uniform', 1.9073486328125e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
4	4	[('is Egypt on', 0.00015413761138916016)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
4	4	[('the capital', -0.00012797117233276367), ('of Mongolia', -0.00019359588623046875)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
2	2	[('nano technology', -0.0005271434783935547)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[('which colony', -0.113910973072052)]	['Who is the Antichrist ?', 'Who is Samuel Pickering ?']
4	4	[('the lower 48 states', 0.0001024007797241211), ('the geographic center', 9.608268737792969e-05)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
2	2	[('ob t use', 4.07099723815918e-05)]	"['How many years is Johnnie Walker Black Label aged ?', ""What 's the difference between sleet and freezing rain ?""]"
2	2	[(' polymer s', 0.00021201372146606445)]	['At what age did Rossini stop writing opera ?', 'How many years is Johnnie Walker Black Label aged ?']
5	5	[('in the Caribbean', 4.112720489501953e-05), ('the Caribbean', 3.9577484130859375e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('Mau na Lo a', 0.00015783309936523438)]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
1	1	[]	"[""What 's the slowest Olympic swimming stroke ?"", ""What 's the singular of dice ?""]"
4	4	[('is Spain part of', 0.00010919570922851562), ('part of', -0.0002473592758178711)]	['Who was Thucydides ?', 'Name the Islamic counterpart to the Red Cross']
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
4	4	[('the least amount', 0.00023227930068969727), ('per year', -0.0005794167518615723), ('of rain', -0.0017355680465698242)]	['Who was Thucydides ?', 'Who is the Antichrist ?']
3	3	[('founded American Red Cross', 3.552436828613281e-05), ('American Red Cross', 3.552436828613281e-05)]	"[""What wrestling star became `` The Incredible Hulk '' ?"", ""Who directed `` Jaws '' ?""]"
5	5	[('the Milwaukee Braves', 1.7881393432617188e-05), ('become the Atlanta Braves', 1.7881393432617188e-05), ('the Atlanta Braves', 1.7881393432617188e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
5	5	[('is alcohol absorbed', 4.935264587402344e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
2	2	[('is super nova', 0.00010275840759277344), ('super nova', -0.00041419267654418945)]	"[""What 's the difference between sleet and freezing rain ?"", 'How many years is Johnnie Walker Black Label aged ?']"
4	4	[]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
4	4	[('Live free or Die', 0.0003097057342529297), ('Live free', -0.0002295374870300293)]	['Who is the Antichrist ?', 'Who was Thucydides ?']
4	4	[]	['Name the Islamic counterpart to the Red Cross', 'Who was Thucydides ?']
5	5	[]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
1	1	[('mix to make orange', 9.679794311523438e-05), ('to make orange', 8.83340835571289e-05), ('make orange', -0.0003679990768432617)]	"[""What 's the singular of dice ?"", 'Who is Nicolo Paganini ?']"
5	5	[('from the sun', 3.6835670471191406e-05), ('the sun', 3.5643577575683594e-05)]	['How many furlongs are there in a mile-and-a-quarter recetrack ?', 'What was the occupation of Mandy Rice-Davies ?']
